Dataset	Operation	OriginalTextFrench	Details	EntityType	POSTag	SemanticallyEquivalent	OriginalTextGerman	AdversarialText	AdversarialExample	RowIndex
wmt19	Swap	"Dans ce cas, les Britanniques devraient participer aux décisions du Parlement européen concernant la future Commission de l'UE et le prochain plan-cadre financier européen."	Swap: 'auch' with 'nicht'		ADV	0	Dann würden die Briten im Europaparlament auch über die künftige EU-Kommission und den nächsten europäischen Finanzrahmen mitentscheiden.	Dann würden die Briten im Europaparlament nicht über die künftige EU-Kommission und den nächsten europäischen Finanzrahmen mitentscheiden.	de_adv2	240
wmt19	Swap	"Dans ce cas, les Britanniques devraient participer aux décisions du Parlement européen concernant la future Commission de l'UE et le prochain plan-cadre financier européen."	Swap: 'Europaparlament' with 'Europaratsausschuss'	ORG	PROPN	0	Dann würden die Briten im Europaparlament auch über die künftige EU-Kommission und den nächsten europäischen Finanzrahmen mitentscheiden.	Dann würden die Briten im Europaratsausschuss auch über die künftige EU-Kommission und den nächsten europäischen Finanzrahmen mitentscheiden.	de_adv4	240
wmt19	Swap	Eux-même ne se présenteront plus aux élections européennes.	Swap: 'antreten' with 'gewinnen'		VERB	0	Sie selbst werden bei der Europawahl nicht mehr antreten.	Sie selbst werden bei der Europawahl nicht mehr gewinnen.	de_adv1	242
wmt19	Swap	Eux-même ne se présenteront plus aux élections européennes.	Swap: 'antreten' with 'wählen'		VERB	0	Sie selbst werden bei der Europawahl nicht mehr antreten.	Sie selbst werden bei der Europawahl nicht mehr wählen.	de_adv2	242
wmt19	Swap	Eux-même ne se présenteront plus aux élections européennes.	Swap: 'antreten' with 'untergehen'		VERB	0	Sie selbst werden bei der Europawahl nicht mehr antreten.	Sie selbst werden bei der Europawahl nicht mehr untergehen.	de_adv3	242
wmt19	Swap	Eux-même ne se présenteront plus aux élections européennes.	Swap: 'antreten' with 'spüren'		VERB	0	Sie selbst werden bei der Europawahl nicht mehr antreten.	Sie selbst werden bei der Europawahl nicht mehr spüren.	de_adv4	242
wmt19	Swap	La décision est tombée le jour du 70ème anniversaire de ma femme.	Swap: 'Geburtstag' with 'Hochzeitstag'		NOUN	0	Die Entscheidung ist am 70. Geburtstag meiner Frau gefallen.	Die Entscheidung ist am 70. Hochzeitstag meiner Frau gefallen.	de_adv1	248
wmt19	Swap	Elles sont possibles lorsque les personnes n'ont pas de raisons suffisantes pour demander l'asile et qu'elles veulent manifestement franchir la frontière sans avoir de bonne raison de le faire.	"Swap: 'möglich,' with 'unmöglich,'"		ADJ	0	"Sie sind möglich, wenn Menschen keine ausreichenden Asylgründe vorweisen können und offensichtlich unberechtigt die Grenze überqueren wollen."	"Sie sind unmöglich, wenn Menschen keine ausreichenden Asylgründe vorweisen können und offensichtlich unberechtigt die Grenze überqueren wollen."	de_adv2	252
wmt19	Swap	Elles sont possibles lorsque les personnes n'ont pas de raisons suffisantes pour demander l'asile et qu'elles veulent manifestement franchir la frontière sans avoir de bonne raison de le faire.	Swap: 'unberechtigt' with 'berechtigt'		ADJ	0	"Sie sind möglich, wenn Menschen keine ausreichenden Asylgründe vorweisen können und offensichtlich unberechtigt die Grenze überqueren wollen."	"Sie sind möglich, wenn Menschen keine ausreichenden Asylgründe vorweisen können und offensichtlich berechtigt die Grenze überqueren wollen."	de_adv3	252
wmt19	Swap	Il est clair qu'il n'y aura pas d'autre perte de contrôle similaire à celle de 2015.	Swap: 'Kontrollverlust' with 'Machtverlust'		NOUN	0	"Es ist klar, dass es nicht erneut zu einem Kontrollverlust wie 2015 kommen wird."	"Es ist klar, dass es nicht erneut zu einem Machtverlust wie 2015 kommen wird."	de_adv1	255
wmt19	Swap	Il est clair qu'il n'y aura pas d'autre perte de contrôle similaire à celle de 2015.	Swap: 'Kontrollverlust' with 'Umsatzverlust'		NOUN	0	"Es ist klar, dass es nicht erneut zu einem Kontrollverlust wie 2015 kommen wird."	"Es ist klar, dass es nicht erneut zu einem Umsatzverlust wie 2015 kommen wird."	de_adv2	255
wmt19	Swap	Il est clair qu'il n'y aura pas d'autre perte de contrôle similaire à celle de 2015.	Swap: 'Kontrollverlust' with 'Ansehensverlust'		NOUN	0	"Es ist klar, dass es nicht erneut zu einem Kontrollverlust wie 2015 kommen wird."	"Es ist klar, dass es nicht erneut zu einem Ansehensverlust wie 2015 kommen wird."	de_adv3	255
wmt19	Swap	Il est clair qu'il n'y aura pas d'autre perte de contrôle similaire à celle de 2015.	Swap: 'Kontrollverlust' with 'Datenverlust'		NOUN	0	"Es ist klar, dass es nicht erneut zu einem Kontrollverlust wie 2015 kommen wird."	"Es ist klar, dass es nicht erneut zu einem Datenverlust wie 2015 kommen wird."	de_adv4	255
wmt19	Swap	"Aujourd'hui, nous serions également mieux préparés qu'il y a trois ans."	Swap: 'vorbereitet' with 'ausgerüstet'		ADJ	0	Heute wären wir auch besser vorbereitet als vor gut drei Jahren.	Heute wären wir auch besser ausgerüstet als vor gut drei Jahren.	de_adv2	256
wmt19	Swap	"Aujourd'hui, nous serions également mieux préparés qu'il y a trois ans."	Swap: 'vorbereitet' with 'gekleidet'		ADJ	0	Heute wären wir auch besser vorbereitet als vor gut drei Jahren.	Heute wären wir auch besser gekleidet als vor gut drei Jahren.	de_adv3	256
wmt19	Swap	"Aujourd'hui, nous serions également mieux préparés qu'il y a trois ans."	Swap: 'vorbereitet' with 'informiert'		ADJ	0	Heute wären wir auch besser vorbereitet als vor gut drei Jahren.	Heute wären wir auch besser informiert als vor gut drei Jahren.	de_adv4	256
wmt19	Swap	Nombre de vos collègues du parti estiment que la protection des frontières extérieures de l'UE peut être améliorée.	Swap: 'EU-Außengrenzen' with 'EU-Binnengrenzen'	LOC	PROPN	0	Viele Ihrer Parteifreunde halten den Schutz der EU-Außengrenzen für ausbaufähig.	Viele Ihrer Parteifreunde halten den Schutz der EU-Binnengrenzen für ausbaufähig.	de_adv1	258
wmt19	Swap	Nombre de vos collègues du parti estiment que la protection des frontières extérieures de l'UE peut être améliorée.	Swap: 'ausbaufähig' with 'überbewertet'		ADJ	0	Viele Ihrer Parteifreunde halten den Schutz der EU-Außengrenzen für ausbaufähig.	Viele Ihrer Parteifreunde halten den Schutz der EU-Außengrenzen für überbewertet.	de_adv2	258
wmt19	Swap	Nombre de vos collègues du parti estiment que la protection des frontières extérieures de l'UE peut être améliorée.	Swap: 'ausbaufähig' with 'unerlässlich'		ADJ	0	Viele Ihrer Parteifreunde halten den Schutz der EU-Außengrenzen für ausbaufähig.	Viele Ihrer Parteifreunde halten den Schutz der EU-Außengrenzen für unerlässlich.	de_adv3	258
wmt19	Swap	Nombre de vos collègues du parti estiment que la protection des frontières extérieures de l'UE peut être améliorée.	Swap: 'ausbaufähig' with 'eingeschränkt'		ADJ	0	Viele Ihrer Parteifreunde halten den Schutz der EU-Außengrenzen für ausbaufähig.	Viele Ihrer Parteifreunde halten den Schutz der EU-Außengrenzen für eingeschränkt.	de_adv4	258
wmt19	Swap	"Malheureusement, on ne le dit pas assez souvent en Allemagne."	Swap: 'gesagt' with 'verstanden'		VERB	0	Das wird leider Gottes in Deutschland nicht oft genug gesagt.	Das wird leider Gottes in Deutschland nicht oft genug verstanden.	de_adv4	261
wmt19	Swap	C'est un succès conjoint de Juncker et de Merkel.	Swap: 'Leistung' with 'Vision'		NOUN	0	Dies ist die gemeinsame Leistung von Juncker und Merkel.	Dies ist die gemeinsame Vision von Juncker und Merkel.	de_adv2	262
wmt19	Swap	C'est un succès conjoint de Juncker et de Merkel.	Swap: 'Leistung' with 'Arbeit'		NOUN	0	Dies ist die gemeinsame Leistung von Juncker und Merkel.	Dies ist die gemeinsame Arbeit von Juncker und Merkel.	de_adv3	262
wmt19	Swap	"Lors de la conférence du parti de la CDU en décembre, elle s'est prononcée en faveur de la poursuite du développement de la politique étrangère et de défense européenne."	Swap: 'für' with 'gegen'		ADP	0	Sie hat sich beim CDU-Parteitag im Dezember für die Fortentwicklung der europäischen Außen- und Verteidigungspolitik ausgesprochen.	Sie hat sich beim CDU-Parteitag im Dezember gegen die Fortentwicklung der europäischen Außen- und Verteidigungspolitik ausgesprochen.	de_adv2	269
wmt19	Swap	"Lors de la conférence du parti de la CDU en décembre, elle s'est prononcée en faveur de la poursuite du développement de la politique étrangère et de défense européenne."	Swap: 'Fortentwicklung' with 'Abschaffung'		NOUN	0	Sie hat sich beim CDU-Parteitag im Dezember für die Fortentwicklung der europäischen Außen- und Verteidigungspolitik ausgesprochen.	Sie hat sich beim CDU-Parteitag im Dezember für die Abschaffung der europäischen Außen- und Verteidigungspolitik ausgesprochen.	de_adv3	269
wmt19	Swap	Mais c'est bien plus que ce que l'on espérait par le passé.	Swap: 'erhofft' with 'erwartet'		VERB	0	"Aber es ist viel mehr, als man vorher erhofft hatte."	"Aber es ist viel mehr, als man vorher erwartet hatte."	de_adv2	287
wmt19	Swap	Mais c'est bien plus que ce que l'on espérait par le passé.	"Swap: 'mehr,' with 'weniger,'"		ADV	0	"Aber es ist viel mehr, als man vorher erhofft hatte."	"Aber es ist viel weniger, als man vorher erhofft hatte."	de_adv3	287
wmt19	Swap	Mais c'est bien plus que ce que l'on espérait par le passé.	Swap: 'erhofft' with 'befürchtet'		VERB	0	"Aber es ist viel mehr, als man vorher erhofft hatte."	"Aber es ist viel mehr, als man vorher befürchtet hatte."	de_adv4	287
wmt19	Swap	Cela permet d'éviter qu'une crise comme celle de 2008 ne se reproduise.	Swap: 'Krise' with 'Innovation'		NOUN	0	So kann sich eine Krise wie 2008 nicht wiederholen.	So kann sich eine Innovation wie 2008 nicht wiederholen.	de_adv2	289
wmt19	Swap	Cela permet d'éviter qu'une crise comme celle de 2008 ne se reproduise.	Swap: 'Krise' with 'Euphorie'		NOUN	0	So kann sich eine Krise wie 2008 nicht wiederholen.	So kann sich eine Euphorie wie 2008 nicht wiederholen.	de_adv4	289
wmt19	Swap	Mais la jeunesse britannique est pleine d'enthousiasme pour l'UE.	Swap: 'Jugend' with 'Regierung'		NOUN	0	Die britische Jugend ist aber enthusiastisch für die EU.	Die britische Regierung ist aber enthusiastisch für die EU.	de_adv1	295
wmt19	Swap	Mais la jeunesse britannique est pleine d'enthousiasme pour l'UE.	Swap: 'Jugend' with 'Wirtschaft'		NOUN	0	Die britische Jugend ist aber enthusiastisch für die EU.	Die britische Wirtschaft ist aber enthusiastisch für die EU.	de_adv2	295
wmt19	Swap	Mais la jeunesse britannique est pleine d'enthousiasme pour l'UE.	Swap: 'Jugend' with 'Kunstszene'		NOUN	0	Die britische Jugend ist aber enthusiastisch für die EU.	Die britische Kunstszene ist aber enthusiastisch für die EU.	de_adv3	295
wmt19	Swap	Mais la jeunesse britannique est pleine d'enthousiasme pour l'UE.	Swap: 'Jugend' with 'Wissenschaftsgemeinschaft'		NOUN	0	Die britische Jugend ist aber enthusiastisch für die EU.	Die britische Wissenschaftsgemeinschaft ist aber enthusiastisch für die EU.	de_adv4	295
wmt19	Swap	"Il faut que nous présentions l'Europe de manière crédible, en cohérence avec nos propres convictions."	Swap: 'aufgrund' with 'trotz'		ADP	0	Wir müssen Europa aufgrund unserer eigenen Überzeugungen glaubwürdig darstellen.	Wir müssen Europa trotz unserer eigenen Überzeugungen glaubwürdig darstellen.	de_adv3	300
wmt19	Swap	"Il faut que nous présentions l'Europe de manière crédible, en cohérence avec nos propres convictions."	Swap: 'glaubwürdig' with 'unglaubwürdig'		ADV	0	Wir müssen Europa aufgrund unserer eigenen Überzeugungen glaubwürdig darstellen.	Wir müssen Europa aufgrund unserer eigenen Überzeugungen unglaubwürdig darstellen.	de_adv4	300
wmt19	Swap	Nous avons voté à une vaste majorité du Parlement européen en faveur de mesures de sanction à l'encontre de la Hongrie	Swap: 'Wir' with 'Sie'		PRON	0	Wir haben im Europaparlament mit großer Mehrheit als EVP-Fraktion für ein Sanktionsverfahren gegen Ungarn gestimmt.	Sie haben im Europaparlament mit großer Mehrheit als EVP-Fraktion für ein Sanktionsverfahren gegen Ungarn gestimmt.	de_adv2	304
wmt19	Swap	Nous avons voté à une vaste majorité du Parlement européen en faveur de mesures de sanction à l'encontre de la Hongrie	Swap: 'EVP-Fraktion' with 'Grünen-Fraktion'	ORG	PROPN	0	Wir haben im Europaparlament mit großer Mehrheit als EVP-Fraktion für ein Sanktionsverfahren gegen Ungarn gestimmt.	Wir haben im Europaparlament mit großer Mehrheit als Grünen-Fraktion für ein Sanktionsverfahren gegen Ungarn gestimmt.	de_adv4	304
wmt19	Swap	"Dans les domaines de la recherche, du développement et de la logistique, il faut finir par obtenir des effets de synergie européens."	Swap: 'Synergieeffekte' with 'Syntheseeffekte'		NOUN	0	"Bei Forschung, Entwicklung und Beschaffung müssen endlich die europäischen Synergieeffekte erreicht werden."	"Bei Forschung, Entwicklung und Beschaffung müssen endlich die europäischen Syntheseeffekte erreicht werden."	de_adv2	315
wmt19	Swap	Il faut réussir à faire plus avec moins d'argent.	Swap: 'Geld' with 'Zeit'		NOUN	0	Wir müssen mit weniger Geld mehr zu Wege zu bringen.	Wir müssen mit weniger Zeit mehr zu Wege zu bringen.	de_adv1	316
wmt19	Swap	Il faut réussir à faire plus avec moins d'argent.	Swap: 'müssen' with 'wollten'		VERB	0	Wir müssen mit weniger Geld mehr zu Wege zu bringen.	Wir wollten mit weniger Geld mehr zu Wege zu bringen.	de_adv3	316
wmt19	Swap	Il faut réussir à faire plus avec moins d'argent.	Swap: 'müssen' with 'könnten'		VERB	0	Wir müssen mit weniger Geld mehr zu Wege zu bringen.	Wir könnten mit weniger Geld mehr zu Wege zu bringen.	de_adv4	316
wmt19	Swap	Mais de là à avoir une armée européenne - ce que je peux concevoir - il pourra se passer une à deux décennies.	"Swap: 'Europa-Armee,' with 'Weltreise,'"		NOUN	0	"Aber bis zu einer Europa-Armee, die ich mir gut vorstellen kann, können noch ein bis zwei Jahrzehnte vergehen."	"Aber bis zu einer Weltreise, die ich mir gut vorstellen kann, können noch ein bis zwei Jahrzehnte vergehen."	de_adv1	323
wmt19	Swap	Mais de là à avoir une armée européenne - ce que je peux concevoir - il pourra se passer une à deux décennies.	"Swap: 'Europa-Armee,' with 'Robotervereinigung,'"		NOUN	0	"Aber bis zu einer Europa-Armee, die ich mir gut vorstellen kann, können noch ein bis zwei Jahrzehnte vergehen."	"Aber bis zu einer Robotervereinigung, die ich mir gut vorstellen kann, können noch ein bis zwei Jahrzehnte vergehen."	de_adv2	323
wmt19	Swap	Mais de là à avoir une armée européenne - ce que je peux concevoir - il pourra se passer une à deux décennies.	"Swap: 'Europa-Armee,' with 'Ökowirtschaft,'"		NOUN	0	"Aber bis zu einer Europa-Armee, die ich mir gut vorstellen kann, können noch ein bis zwei Jahrzehnte vergehen."	"Aber bis zu einer Ökowirtschaft, die ich mir gut vorstellen kann, können noch ein bis zwei Jahrzehnte vergehen."	de_adv3	323
wmt19	Swap	Les 39 ans au Parlement européen et la période qui les a précédés n'ont pas manqué de laisser des traces.	Swap: 'Anzug' with 'Kostüm'		NOUN	0	Die 39 Jahre im Europaparlament und die Zeit davor sind ja nicht im Anzug stecken geblieben.	Die 39 Jahre im Europaparlament und die Zeit davor sind ja nicht im Kostüm stecken geblieben.	de_adv1	327
wmt19	Swap	Les 39 ans au Parlement européen et la période qui les a précédés n'ont pas manqué de laisser des traces.	Swap: 'Anzug' with 'Koffer'		NOUN	0	Die 39 Jahre im Europaparlament und die Zeit davor sind ja nicht im Anzug stecken geblieben.	Die 39 Jahre im Europaparlament und die Zeit davor sind ja nicht im Koffer stecken geblieben.	de_adv2	327
wmt19	Swap	Les 39 ans au Parlement européen et la période qui les a précédés n'ont pas manqué de laisser des traces.	Swap: 'Anzug' with 'Mantel'		NOUN	0	Die 39 Jahre im Europaparlament und die Zeit davor sind ja nicht im Anzug stecken geblieben.	Die 39 Jahre im Europaparlament und die Zeit davor sind ja nicht im Mantel stecken geblieben.	de_adv3	327
wmt19	Swap	Les 39 ans au Parlement européen et la période qui les a précédés n'ont pas manqué de laisser des traces.	Swap: 'Anzug' with 'Hemd'		NOUN	0	Die 39 Jahre im Europaparlament und die Zeit davor sind ja nicht im Anzug stecken geblieben.	Die 39 Jahre im Europaparlament und die Zeit davor sind ja nicht im Hemd stecken geblieben.	de_adv4	327
wmt19	Swap	L'ensemble des responsables de l'appareil du parti a quasi unanimement appelé les camarades de parti à adopter une attitude clairement pro-européenne.	Swap: 'beschworen' with 'besangen'		VERB	0	"Fast durchweg beschworen Spitzenfunktionäre ihre Genossen, eine klar pro-europäische Haltung einzunehmen."	"Fast durchweg besangen Spitzenfunktionäre ihre Genossen, eine klar pro-europäische Haltung einzunehmen."	de_adv1	336
